node_id,cpg_id,site_type,chromosome,position,regulatory_level,degree,avg_edge_weight,clustering_coefficient,eigenvector_centrality,is_in_largest_component,graph_total_nodes,graph_total_edges,graph_density,graph_avg_degree,graph_avg_clustering,graph_largest_comp_ratio
144,cg24079702,A,chr2,106015771,1.0,9,0.17907238326150793,0.06794941588022305,6.910521286103852e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
145,cg08097417,A,chr7,130419133,1.0,9,0.19867828406141777,0.043898461029524605,9.796751677115035e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
146,cg07553761,A,chr3,160167977,1.0,6,0.08929907473300651,0.08424982220930642,2.873391390464767e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
147,cg20273670,A,chr17,21356245,1.0,5,0.08603420606980834,0.09705996490383798,2.9662407871883377e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
148,cg07082267,A,chr16,85429035,0.4,5,0.08099337410236002,0.07612774224787441,1.3628691115565592e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
149,cg23500537,A,chr5,140419819,0.4,5,0.07933522147796197,0.08067179482703495,1.5262755733593205e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
150,cg02046143,A,chr11,133797911,0.7999999999999999,5,0.07585142204259486,0.03317228259746574,1.1697043625399513e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
151,cg11693709,A,chr15,40542019,0.7999999999999999,20,0.07829121356871144,0.020470060790521234,4.799738015980516e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
152,cg00573770,A,chr2,145278485,0.7999999999999999,7,0.18177741080830903,0.03750443222717439,1.422801145978938e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
153,cg04208403,A,chr16,49525807,0.7999999999999999,9,0.09851286345354168,0.010875299668785683,6.36621658463259e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
154,cg08128734,A,chr1,206685423,0.7999999999999999,15,0.10933016833397846,0.027417858241599233,1.609760280115292e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
155,cg03607117,A,chr3,53080440,1.0,8,0.1137066365451585,0.029319064055653606,8.383982253562793e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
156,cg08453194,A,chr6,41904398,0.5,5,0.07065263149881298,0.03918159910477761,4.823614831433378e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
157,cg14583999,A,chr3,10019040,0.5,5,0.07965399653547031,0.08711146854042606,2.1093484525845367e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
158,cg06784991,A,chr1,53308768,1.0,5,0.22165153388868702,0.11550884180891038,3.3258440718893836e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
159,cg17110586,A,chr19,36454623,0.7,5,0.08904976203911777,0.08713791664247003,1.7216422415402142e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
160,cg07547549,A,chr20,44658225,1.0,15,0.09850460501706602,0.02817904468198184,0.00028872318511874385,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
161,cg00602811,A,chr2,145278564,0.7999999999999999,10,0.1532375448742,0.04718808949736755,3.148843447864876e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
162,cg22156456,A,chr17,39844239,0.7999999999999999,13,0.09528845973442406,0.03860908685615215,8.606794565371724e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
163,cg11649376,A,chr12,81473234,0.7999999999999999,12,0.07939352238018763,0.02094512216552692,1.2991099227710903e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
164,cg18473521,A,chr12,54448265,0.7999999999999999,5,0.1001354462273514,0.04598714232828734,9.796894879145702e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
165,cg11970349,A,chr4,8582287,1.0,12,0.08816314783920791,0.04319109168937741,0.0001577117654257875,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
166,cg07080372,A,chr11,796607,0.7999999999999999,6,0.07710366947458543,0.02178602843171282,1.022957914101418e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
167,cg12934382,A,chr3,51741135,1.0,5,0.13462604472002976,0.03909624102423296,6.424405467210316e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
168,cg04193015,A,chr17,35596680,0.5,5,0.08419140702885639,0.05215366563550926,4.691195979890309e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
169,cg12079303,A,chr1,61547163,0.7999999999999999,13,0.07819417667859188,0.03412137692210561,3.106672841050196e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
170,cg17471102,A,chr19,5851255,0.5,5,0.08002077357095222,0.05061867641927322,3.692663018359579e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
171,cg16290275,A,chr1,208042910,0.7,6,0.16265520904556452,0.05700066598360017,1.387200666162301e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
172,cg00292135,A,chr7,156433068,1.0,5,0.0881452056482675,0.09853568859155533,3.0378236548641104e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
173,cg11807280,A,chr2,66654644,0.7,5,0.08160464801806269,0.05321810361069364,1.1930764665534306e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
174,cg23078123,A,chr1,68577796,0.5,5,0.07816915895332446,0.04304098655063217,1.069621970920521e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
175,cg19761273,A,chr17,80232096,0.7999999999999999,8,0.07603669392519187,0.029832657495586837,8.245608748438435e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
176,cg22947000,A,chr16,81272281,0.5,5,0.08183383959076426,0.07742732706777805,1.4574786991294147e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
177,cg17621438,A,chr5,63461216,0.7999999999999999,5,0.08293790424496103,0.08948962889307477,2.1944290012161326e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
178,cg22016779,A,chr2,230452311,0.5,5,0.07369362239406205,0.04844007472633212,1.01115570437487e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
179,cg20816447,A,chr4,15480781,0.5,5,0.07547786643922615,0.061402793923200895,2.2835037021083037e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
180,cg11705975,A,chr10,120354248,1.0,5,0.08832604234398497,0.08714735469063153,8.747374097705817e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
181,cg07955995,A,chr7,130419159,1.0,5,0.282330199159995,0.0966283318088184,4.571340780738131e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
182,cg26685941,A,chr13,95952902,0.7999999999999999,7,0.07806902903381807,0.03742411260565185,1.1596891216133456e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
183,cg16015712,A,chr1,53308597,1.0,8,0.1642442212568993,0.052310855832358054,3.467723128420935e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
184,cg09692396,A,chr12,7023346,1.0,6,0.08109116771288777,0.016485979806373213,4.960612133340758e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
185,cg17436656,A,chr12,53627106,0.7999999999999999,10,0.08741612711307045,0.020636610669525466,1.6046768648627463e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
186,cg23186333,A,chr11,35161900,0.7999999999999999,7,0.07923299781521688,0.060807394152065826,2.2331427304403217e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
187,cg15341124,A,chr14,102027734,1.0,7,0.08721019671961171,0.0632404125629143,8.998860707302579e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
188,cg09559780,A,chr16,50727221,0.4,5,0.11518035021445491,0.02381158736024457,6.114640339910532e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
189,cg03473532,A,chr7,131008743,0.7999999999999999,10,0.12196956672261647,0.036446272468968845,2.287922203005519e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
190,cg23715749,A,chr1,37413867,0.5,5,0.07626417412843538,0.05852739951208452,1.1046162280019816e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
191,cg00748589,A,chr12,11653486,1.0,13,0.08835381185829985,0.02302233435316073,0.00016099939683297191,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
192,cg14042143,A,chr7,2646782,0.7999999999999999,15,0.08036393943735727,0.029090049180799042,1.2612944605662562e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
193,cg00387658,A,chr20,54986793,0.5,5,0.07394123972713389,0.03299869107128588,6.011407667285109e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
194,cg01234420,A,chr22,46453808,0.7999999999999999,21,0.07839905310798938,0.02003332226792229,1.558098682518179e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
195,cg22452230,A,chr15,69754698,0.4,6,0.0791912015934904,0.024031010095194684,1.9147342237405073e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
196,cg23606718,A,chr2,131513927,1.0,6,0.0876151560130989,0.06340946659308441,6.340828802895343e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
197,cg07931844,A,chr15,72102213,0.7999999999999999,7,0.08234674179518331,0.023598293563427446,1.199698935600304e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
